"","col.0h.1","col.0h.2","col.0h.3","col.24h.1","col.24h.2","col.24h.3","col.3h.1","col.3h.2","col.3h.3"
"AT1G31880",86.2603646418813,66.9851187320448,81.697622820567,80.1838086799347,72.485386258722,52.4499614304122,92.8723496140467,92.7420580028671,92.3038934234337
"AT1G31885",45.0054076392424,69.561469452508,60.3006263675614,34.3644894342577,27.3133339525619,33.0662800322164,59.76933391003,41.9779841486662,48.1585530904871
"AT1G31910",4523.98108040302,4592.77455101251,4434.04121951149,4137.48452788463,3797.60393225043,3658.95491804767,3843.62793452193,3798.51944935953,3635.97075833178
"AT1G31900",13.1265772281124,20.6108057637061,9.72590747863893,24.0551426039804,11.5556412876223,15.9630317396907,13.7929232100069,5.85739313702318,10.0330318938515
"AT1G31930",1067.94081877286,1175.67471210473,1267.28574446665,1561.29330329644,1480.17259765999,1503.94563318943,1315.84487423466,1519.01728686801,1534.05057656989
"AT1G31935",135.016222917727,136.546588184553,176.038925363365,83.6202576233605,95.5966688339667,74.1140759342781,105.745744610053,143.506131857068,130.429414620069
"AT1G31940",519.43741316959,500.67082334336,449.336925513119,696.45365253429,656.570527705815,672.727766172679,465.281276284234,533.02277546911,540.780419078595
"AT1G06473",92.8236532559375,74.7141708934346,80.7250320727032,72.1654278119412,56.7276935937824,85.5162414626286,89.1942367580448,89.8133614343555,55.1816754161832
"AT1G31950",120.952033030464,103.912812392018,84.6153950641587,49.2557681891028,76.6874376360392,47.889095219072,120.458196034061,86.8846648658439,98.3237125597445
"AT1G06487",0,0,0.972590747863893,0,0,1.14021655283505,0.919528214000462,1.95246437900773,4.01321275754059
"AT1G31970",2798.77378756539,3209.27421412374,3370.02694134839,3911.82438059967,3672.59290377525,3875.59606308633,2606.86248669131,2869.14640495186,2869.44712164152
"AT1G31990",9.37612659150884,6.87026858790203,8.75331673077504,5.72741490570962,1.0505128443293,6.84129931701029,1.83905642800092,8.78608970553478,1.00330318938515
"AT1G31983",14.0641898872633,13.7405371758041,24.3147686965973,5.72741490570962,3.15153853298791,5.70108276417524,4.59764107000231,6.83362532652705,4.01321275754059
"AT1G32049",0,0,0,1.14548298114192,0,0,0.919528214000462,0,2.0066063787703
"AT1G32050",2643.13008614634,2702.59190576596,2545.26998715981,2963.36447221416,2858.44544942004,2866.50441382731,2629.85069204132,2601.6587850278,2609.59159559077
"AT1G32060",45793.0022729292,46141.5826199235,45448.1930569319,32252.218817032,36437.0380055619,36741.1979820038,36085.9652302341,42360.6671669517,42040.4102416165
"AT1G32070",1563.93791546367,1641.1354089351,1479.31052750098,1131.73718536822,1196.53412969108,1248.53712535438,1448.25693705073,1434.08508638118,1459.80614055539
"AT1G32080",10729.1016586636,10903.1162490005,10023.5202474853,8307.04257924124,8354.72865095096,8106.93969065719,8051.38904178805,8963.76396402448,8744.79059868095
"AT1G32090",586.007911969303,618.324172911183,674.977979017542,518.903790457292,721.702324054232,540.462646043813,537.92400519027,602.335260923884,628.067796555103
